monthly_income,requested_amount,term_in_months,loan_status,age,monthly_debt,Approval_Probability,AI_Score,Risk_Level
1583.3333333333335,6000,20,1,31,190.0,1.0,850,LOW
3666.666666666667,10600,20,0,41,1833.3333333333335,0.0,300,HIGH
1166.6666666666667,2900,6,1,54,361.66666666666674,0.96,828,LOW
2666.666666666667,11800,16,0,60,1520.0,0.0,300,HIGH
2583.3333333333335,9200,16,0,55,1136.6666666666667,0.08,344,HIGH
3750.0,9900,10,1,48,375.0,1.0,850,LOW
7750.0,23500,16,0,63,3255.0,0.02,311,HIGH
5750.0,18200,20,1,22,1725.0,0.96,828,LOW
3250.0,8600,2,1,34,975.0,0.97,833,LOW
2666.666666666667,7400,12,1,57,1040.0000000000002,0.81,745,MEDIUM
4666.666666666667,21100,10,0,63,2660.0,0.0,300,HIGH
3083.333333333333,11900,18,1,29,709.1666666666667,0.99,844,LOW
7000.0,27200,12,0,53,4130.0,0.01,305,HIGH
3500.0,8900,14,0,50,1750.0,0.0,300,HIGH
3166.666666666667,8500,10,0,29,1710.0000000000002,0.01,305,HIGH
2666.666666666667,8200,8,0,32,1493.3333333333337,0.01,305,HIGH
8083.333333333334,33900,10,0,28,4769.166666666667,0.01,305,HIGH
3583.333333333333,9400,6,1,44,931.6666666666667,0.99,844,LOW
6750.0,20300,18,1,30,675.0,1.0,850,LOW
7833.333333333334,23200,14,0,27,4073.333333333334,0.04,322,HIGH
6750.0,19400,6,1,42,1012.5,1.0,850,LOW
5416.666666666666,14500,4,0,29,2708.333333333333,0.0,300,HIGH
7833.333333333334,23100,4,0,54,4700.0,0.0,300,HIGH
2166.6666666666665,6600,20,1,25,281.6666666666667,0.97,833,LOW
6666.666666666666,25600,6,1,55,1733.3333333333335,1.0,850,LOW
3916.666666666667,9300,8,0,63,1880.0,0.03,316,HIGH
6333.333333333334,22300,12,0,59,3483.333333333334,0.0,300,HIGH
5666.666666666666,27200,2,1,30,1813.333333333333,0.94,817,LOW
5500.0,17000,2,1,50,1815.0,0.96,828,LOW
6833.333333333334,27200,10,1,38,1913.3333333333337,1.0,850,LOW
3666.666666666667,12300,6,1,44,1026.666666666667,1.0,850,LOW
6916.666666666666,29200,6,0,24,3735.0,0.0,300,HIGH
7666.666666666666,36500,14,0,53,4293.333333333334,0.01,305,HIGH
2250.0,8700,20,1,29,360.0,0.98,839,LOW
5083.333333333333,23600,20,1,47,1728.3333333333335,0.97,833,LOW
7583.333333333334,33000,8,0,58,4019.166666666667,0.0,300,HIGH
6333.333333333334,15400,14,0,34,3420.0000000000005,0.03,316,HIGH
6000.0,17000,10,1,64,2340.0,0.92,806,LOW
2166.6666666666665,8200,8,0,36,975.0,0.01,305,HIGH
5416.666666666666,20200,12,0,59,2870.833333333333,0.02,311,HIGH
7416.666666666666,35500,16,1,32,2447.5,0.99,844,LOW
4500.0,14300,14,0,43,2700.0,0.0,300,HIGH
250.0,500,2,1,59,97.5,0.7,685,MEDIUM
7000.0,19600,18,1,48,1330.0,1.0,850,LOW
6916.666666666666,17200,8,1,50,1729.1666666666665,1.0,850,LOW
1416.6666666666665,5600,8,0,58,736.6666666666665,0.02,311,HIGH
1250.0,4200,16,1,24,175.0,0.99,844,LOW
166.66666666666669,500,2,1,38,41.66666666666667,0.75,712,MEDIUM
833.3333333333333,3700,14,1,43,216.66666666666669,1.0,850,LOW
7333.333333333334,25100,8,0,35,3740.0,0.0,300,HIGH
833.3333333333333,3200,8,1,42,275.0,0.92,806,LOW
7166.666666666666,23000,14,0,54,3439.9999999999995,0.0,300,HIGH
2000.0,8900,2,1,34,720.0,0.84,762,LOW
2000.0,8900,8,0,28,1000.0,0.11,360,HIGH
5000.0,12100,20,1,24,1800.0,0.81,745,MEDIUM
6333.333333333334,16300,18,0,34,3103.333333333334,0.0,300,HIGH
6666.666666666666,20100,10,1,49,2533.333333333333,0.94,817,LOW
4500.0,19500,16,1,32,495.0,1.0,850,LOW
1166.6666666666667,3700,4,0,46,490.0,0.25,437,HIGH
666.6666666666667,2600,2,0,51,380.0,0.07,338,HIGH
250.0,1100,4,1,54,27.5,0.94,817,LOW
3416.666666666667,14400,4,1,59,1161.666666666667,0.92,806,LOW
1250.0,3800,4,0,52,525.0,0.32,476,HIGH
3833.333333333333,13900,8,0,23,2146.666666666667,0.05,327,HIGH
2750.0,7500,12,1,43,550.0,1.0,850,LOW
6583.333333333334,31400,10,1,24,2567.5000000000005,0.87,778,LOW
6750.0,26500,20,0,35,2767.5,0.03,316,HIGH
750.0,2800,16,0,40,337.5,0.04,322,HIGH
4083.333333333333,15200,10,1,28,1388.3333333333335,0.96,828,LOW
5083.333333333333,18100,14,1,44,1779.1666666666665,0.87,778,LOW
3750.0,16400,6,0,53,1912.5,0.03,316,HIGH
2416.6666666666665,7300,8,1,26,870.0,0.77,723,MEDIUM
6583.333333333334,29300,2,1,53,1185.0,1.0,850,LOW
3416.666666666667,10100,4,1,51,820.0,1.0,850,LOW
6416.666666666666,15500,8,1,52,1796.666666666667,0.98,839,LOW
4666.666666666667,19300,18,1,47,1633.3333333333335,0.96,828,LOW
7500.0,18000,18,1,30,2100.0000000000005,0.99,844,LOW
5333.333333333334,18400,16,1,43,800.0,1.0,850,LOW
5750.0,14700,2,1,21,2127.5,0.84,762,LOW
7583.333333333334,27400,18,0,55,4019.166666666667,0.0,300,HIGH
916.6666666666667,3700,2,0,42,430.83333333333337,0.14,377,HIGH
1416.6666666666665,4500,12,1,37,368.33333333333326,0.98,839,LOW
7666.666666666666,28800,20,1,51,2070.0,1.0,850,LOW
6916.666666666666,20600,12,0,62,3319.9999999999995,0.0,300,HIGH
4166.666666666667,10600,6,0,63,2000.0,0.05,327,HIGH
1833.3333333333335,6400,2,0,38,916.6666666666667,0.01,305,HIGH
3750.0,9600,16,0,26,2250.0,0.0,300,HIGH
3416.666666666667,9000,6,0,39,1845.0000000000002,0.0,300,HIGH
2333.3333333333335,6800,18,1,36,630.0000000000001,0.99,844,LOW
5500.0,20700,4,0,21,3300.0,0.01,305,HIGH
2666.666666666667,7200,6,1,52,826.6666666666667,0.95,822,LOW
5250.0,13300,2,1,47,630.0,0.98,839,LOW
3916.666666666667,17700,14,0,63,1605.8333333333335,0.1,355,HIGH
3416.666666666667,15400,16,0,25,1742.5,0.01,305,HIGH
5916.666666666666,15500,4,1,60,1952.5,0.94,817,LOW
4083.333333333333,10200,18,0,53,1715.0,0.04,322,HIGH
4666.666666666667,20300,20,1,60,1026.6666666666667,1.0,850,LOW
2833.333333333333,8300,2,1,32,424.99999999999994,0.97,833,LOW
3750.0,16100,16,0,60,1912.5,0.01,305,HIGH
250.0,800,18,1,29,92.5,0.89,789,LOW
6333.333333333334,23000,10,1,51,1266.666666666667,1.0,850,LOW
416.66666666666663,1200,12,1,54,116.66666666666669,0.98,839,LOW
4916.666666666667,15200,16,0,51,2507.5,0.02,311,HIGH
5916.666666666666,20700,10,1,49,2129.9999999999995,0.98,839,LOW
7083.333333333334,26900,6,0,32,4179.166666666667,0.01,305,HIGH
5333.333333333334,16900,16,1,47,1493.3333333333337,0.98,839,LOW
5916.666666666666,21400,12,1,57,1597.5,0.99,844,LOW
1500.0,5400,14,1,47,555.0,0.98,839,LOW
5500.0,25200,20,1,50,1210.0,0.99,844,LOW
7333.333333333334,27100,2,1,43,1173.3333333333335,1.0,850,LOW
4000.0,15800,20,1,60,920.0,1.0,850,LOW
3666.666666666667,16500,10,1,57,1393.3333333333335,0.87,778,LOW
1666.6666666666665,6900,2,0,49,716.6666666666665,0.13,371,HIGH
5666.666666666666,22600,20,1,53,2210.0,0.85,767,LOW
5500.0,16000,12,1,28,1430.0,0.98,839,LOW
2750.0,7900,20,1,60,385.00000000000006,0.99,844,LOW
6166.666666666666,23400,16,0,54,3083.333333333333,0.0,300,HIGH
3750.0,12400,18,0,25,1575.0,0.08,344,HIGH
7916.666666666666,30500,12,1,34,1029.1666666666667,0.99,844,LOW
666.6666666666667,3000,4,0,24,366.66666666666674,0.09,349,HIGH
3333.333333333333,13000,4,0,60,1833.3333333333335,0.01,305,HIGH
5833.333333333334,25700,18,1,29,1341.666666666667,1.0,850,LOW
2916.666666666667,8500,18,0,50,1429.166666666667,0.01,305,HIGH
8083.333333333334,36000,6,1,58,808.3333333333335,1.0,850,LOW
2833.333333333333,10800,6,1,50,765.0,1.0,850,LOW
3833.333333333333,13500,20,1,64,383.33333333333337,1.0,850,LOW
3166.666666666667,10400,10,0,44,1488.3333333333335,0.01,305,HIGH
3500.0,9600,20,0,49,1435.0,0.17,393,HIGH
2083.3333333333335,8700,4,1,24,250.0,1.0,850,LOW
5833.333333333334,24600,6,0,33,3325.0,0.0,300,HIGH
4416.666666666667,11500,8,0,43,2252.5,0.01,305,HIGH
5333.333333333334,14200,2,0,46,2240.0,0.05,327,HIGH
2833.333333333333,8100,12,1,22,765.0,0.96,828,LOW
5583.333333333334,18800,2,1,50,1172.5,1.0,850,LOW
3833.333333333333,10100,4,1,51,1303.3333333333335,0.81,745,MEDIUM
750.0,2500,4,0,53,345.0,0.06,333,HIGH
4250.0,19900,18,0,26,2167.5,0.01,305,HIGH
5833.333333333334,20900,20,1,24,1225.0,1.0,850,LOW
3416.666666666667,14700,6,1,27,1093.3333333333335,0.91,800,LOW
3833.333333333333,14800,6,1,58,459.99999999999994,1.0,850,LOW
3000.0,11500,8,0,35,1650.0,0.06,333,HIGH
4916.666666666667,13800,14,1,22,1819.166666666667,0.5,575,HIGH
500.0,2100,16,0,64,295.0,0.01,305,HIGH
4083.333333333333,16400,2,1,61,898.3333333333333,1.0,850,LOW
5333.333333333334,23900,6,0,49,2506.6666666666665,0.1,355,HIGH
5833.333333333334,19800,10,1,57,641.6666666666667,1.0,850,LOW
5583.333333333334,13400,14,1,65,1507.5000000000002,0.98,839,LOW
666.6666666666667,2200,4,0,43,273.3333333333333,0.17,393,HIGH
6333.333333333334,27800,2,0,55,2786.666666666667,0.22,421,HIGH
2666.666666666667,7600,4,1,45,693.3333333333335,0.92,806,LOW
4083.333333333333,13800,2,0,57,1919.1666666666665,0.02,311,HIGH
6000.0,20800,16,1,32,1200.0,1.0,850,LOW
4666.666666666667,20600,6,0,38,1913.3333333333335,0.26,443,HIGH
6083.333333333334,18300,8,0,36,3041.666666666667,0.01,305,HIGH
2750.0,7000,20,1,35,357.5,0.98,839,LOW
7666.666666666666,25300,4,1,29,1226.6666666666665,1.0,850,LOW
6750.0,23300,20,1,51,742.5,1.0,850,LOW
5500.0,21400,10,1,34,1210.0,1.0,850,LOW
3500.0,13600,4,1,39,595.0000000000001,1.0,850,LOW
4833.333333333333,21700,8,0,61,2610.0,0.03,316,HIGH
4666.666666666667,21000,18,0,47,2380.0,0.03,316,HIGH
3000.0,9900,12,0,32,1620.0,0.01,305,HIGH
6416.666666666666,16900,6,1,54,769.9999999999999,1.0,850,LOW
6500.0,23300,10,0,36,3055.0,0.04,322,HIGH
4750.0,15400,16,0,46,1947.5,0.11,360,HIGH
5250.0,20500,14,0,60,3150.0,0.02,311,HIGH
1916.6666666666665,4700,18,0,35,805.0,0.03,316,HIGH
8000.0,19900,6,1,28,1200.0,0.99,844,LOW
833.3333333333333,3900,16,0,27,458.33333333333337,0.04,322,HIGH
6000.0,27100,12,1,63,1620.0,0.99,844,LOW
3166.666666666667,11400,16,1,47,475.0,1.0,850,LOW
7750.0,24600,16,0,60,4185.0,0.0,300,HIGH
6000.0,21900,12,1,40,1140.0,1.0,850,LOW
6333.333333333334,19700,12,1,63,2406.666666666667,0.92,806,LOW
3750.0,15300,10,1,24,1237.5,0.99,844,LOW
8250.0,30900,20,1,22,1732.5,0.95,822,LOW
583.3333333333334,2000,18,1,46,75.83333333333334,0.99,844,LOW
2916.666666666667,12300,16,0,30,1283.3333333333335,0.08,344,HIGH
250.0,1000,14,0,51,150.0,0.07,338,HIGH
4500.0,16700,2,1,22,1665.0,0.88,784,LOW
2333.3333333333335,8400,10,1,22,466.66666666666674,0.92,806,LOW
4083.333333333333,15900,8,0,38,1837.5,0.06,333,HIGH
500.0,1700,12,1,37,55.0,1.0,850,LOW
2500.0,8100,6,1,48,325.0,0.99,844,LOW
1500.0,5800,18,1,62,285.0,1.0,850,LOW
4250.0,15700,6,1,40,1572.5,0.9,795,LOW
1166.6666666666667,4100,14,1,49,116.66666666666669,0.99,844,LOW
5583.333333333334,25500,10,0,59,2345.0,0.2,410,HIGH
3583.333333333333,12600,18,1,64,680.8333333333333,0.99,844,LOW
6500.0,19600,4,1,64,650.0,1.0,850,LOW
4500.0,15800,18,1,46,945.0,1.0,850,LOW
416.66666666666663,1900,2,0,57,233.33333333333337,0.05,327,HIGH
7166.666666666666,26700,10,1,64,1863.3333333333335,1.0,850,LOW
2083.3333333333335,9300,4,1,29,500.0,1.0,850,LOW
2500.0,7200,2,0,65,1125.0,0.07,338,HIGH
5833.333333333334,26900,4,1,65,2216.666666666667,0.94,817,LOW
333.33333333333337,1500,16,1,53,56.66666666666668,0.98,839,LOW
4333.333333333333,13700,16,1,48,1603.333333333333,0.98,839,LOW
2750.0,11100,2,1,28,715.0,0.94,817,LOW
2000.0,8800,18,1,32,380.0,0.99,844,LOW
4833.333333333333,15800,14,0,33,1933.3333333333335,0.08,344,HIGH
7833.333333333334,20000,12,0,49,4543.333333333333,0.01,305,HIGH
5083.333333333333,15300,2,0,31,2846.666666666667,0.0,300,HIGH
6250.0,21400,20,1,45,1562.5,1.0,850,LOW
3416.666666666667,16200,6,0,42,1537.5,0.04,322,HIGH
7083.333333333334,30800,14,1,25,1700.0,0.99,844,LOW
3583.333333333333,16900,8,1,42,752.5,1.0,850,LOW
7750.0,22000,4,0,45,4030.0,0.0,300,HIGH
5000.0,18700,2,0,47,2150.0,0.05,327,HIGH
4416.666666666667,18900,16,0,22,1810.8333333333335,0.12,366,HIGH
6166.666666666666,16200,2,1,44,1479.9999999999998,1.0,850,LOW
916.6666666666667,3800,8,1,61,229.16666666666669,1.0,850,LOW
5500.0,20700,4,1,34,1540.0000000000002,1.0,850,LOW
6833.333333333334,28300,2,1,61,2596.666666666667,0.92,806,LOW
2750.0,9300,12,0,34,1265.0,0.23,426,HIGH
2083.3333333333335,9000,10,1,27,645.8333333333334,0.98,839,LOW
2750.0,10400,12,0,43,1292.4999999999998,0.07,338,HIGH
833.3333333333333,2300,16,0,37,333.33333333333337,0.09,349,HIGH
5166.666666666667,12800,2,0,22,2428.3333333333335,0.03,316,HIGH
5833.333333333334,21000,20,0,64,2391.6666666666665,0.41,525,HIGH
5833.333333333334,19000,6,0,33,2508.3333333333335,0.04,322,HIGH
4416.666666666667,12000,10,1,25,795.0,1.0,850,LOW
1500.0,3700,2,1,63,465.0,0.76,718,MEDIUM
1916.6666666666665,7900,10,1,59,690.0,0.86,773,LOW
3333.333333333333,9200,16,1,62,833.3333333333333,0.95,822,LOW
7416.666666666666,24000,6,1,32,2373.333333333333,0.98,839,LOW
6666.666666666666,18600,20,1,56,2533.333333333333,0.81,745,MEDIUM
6583.333333333334,26900,14,0,21,2765.0,0.05,327,HIGH
5583.333333333334,20200,8,0,41,3294.166666666667,0.0,300,HIGH
2000.0,6000,6,1,44,400.0,1.0,850,LOW
7166.666666666666,22600,14,1,40,1074.9999999999998,1.0,850,LOW
4416.666666666667,14600,20,1,43,1413.3333333333335,0.96,828,LOW
6166.666666666666,24900,20,0,54,3145.0,0.0,300,HIGH
7250.0,18700,10,0,55,4350.0,0.01,305,HIGH
6833.333333333334,18500,4,0,46,3553.333333333334,0.0,300,HIGH
3083.333333333333,9700,12,1,43,585.8333333333333,0.99,844,LOW
7666.666666666666,36300,2,0,56,3066.666666666667,0.32,476,HIGH
5083.333333333333,20900,4,0,63,2541.6666666666665,0.05,327,HIGH
7333.333333333334,30800,20,0,37,3813.333333333334,0.0,300,HIGH
7666.666666666666,18900,10,0,35,3526.666666666667,0.03,316,HIGH
6000.0,27900,12,1,31,960.0,1.0,850,LOW
500.0,1200,10,0,62,260.0,0.03,316,HIGH
6666.666666666666,23100,20,1,62,933.3333333333335,1.0,850,LOW
5750.0,13800,16,1,39,862.5,0.98,839,LOW
3583.333333333333,15600,18,1,39,465.83333333333337,1.0,850,LOW
7083.333333333334,24900,18,1,33,1629.166666666667,0.99,844,LOW
7166.666666666666,17400,2,1,57,1074.9999999999998,0.98,839,LOW
5250.0,13900,18,1,41,682.5,0.99,844,LOW
4833.333333333333,13600,12,1,23,1353.3333333333335,0.96,828,LOW
833.3333333333333,2300,10,0,50,474.99999999999994,0.02,311,HIGH
1416.6666666666665,5400,8,1,47,297.49999999999994,0.98,839,LOW
2666.666666666667,8600,18,0,55,1493.3333333333337,0.0,300,HIGH
6250.0,16600,14,0,23,3312.5,0.01,305,HIGH
1666.6666666666665,6600,10,1,64,383.33333333333337,0.98,839,LOW
7583.333333333334,19700,20,1,54,1516.666666666667,0.99,844,LOW
7000.0,19700,8,0,44,4130.0,0.0,300,HIGH
5916.666666666666,27200,16,1,27,769.1666666666667,0.98,839,LOW
166.66666666666669,800,6,1,29,43.33333333333334,0.97,833,LOW
4166.666666666667,14900,12,1,26,750.0,1.0,850,LOW
3750.0,16900,8,0,53,2025.0,0.01,305,HIGH
4250.0,19700,2,1,46,467.5,1.0,850,LOW
3416.666666666667,10600,14,1,63,444.16666666666674,0.99,844,LOW
6000.0,15000,10,1,54,1800.0,0.96,828,LOW
6500.0,17700,6,1,37,2535.0,0.66,663,MEDIUM
6250.0,25300,12,0,46,3250.0,0.0,300,HIGH
5333.333333333334,21000,2,1,27,906.6666666666669,1.0,850,LOW
5833.333333333334,25700,20,1,45,1050.0,1.0,850,LOW
7500.0,31100,8,0,50,4274.999999999999,0.0,300,HIGH
3666.666666666667,13900,6,1,65,1283.3333333333333,0.94,817,LOW
750.0,2000,14,1,38,157.5,0.97,833,LOW
8166.666666666666,26900,18,1,44,898.3333333333333,1.0,850,LOW
500.0,1600,6,1,62,50.0,0.96,828,LOW
8083.333333333334,30100,12,1,65,2505.8333333333335,0.96,828,LOW
7000.0,32600,10,1,32,980.0000000000001,1.0,850,LOW
6916.666666666666,24900,10,1,55,968.3333333333335,1.0,850,LOW
6583.333333333334,29900,8,1,32,1909.1666666666665,1.0,850,LOW
7166.666666666666,25900,2,1,61,1361.6666666666665,0.99,844,LOW
5583.333333333334,17600,14,0,41,2735.833333333334,0.0,300,HIGH
2250.0,7400,10,1,31,247.5,1.0,850,LOW
5500.0,25600,8,1,61,1760.0,1.0,850,LOW
5916.666666666666,20800,20,1,54,1005.8333333333333,0.99,844,LOW
250.0,700,10,0,64,135.0,0.1,355,HIGH
1833.3333333333335,7000,6,1,34,586.6666666666667,0.96,828,LOW
7250.0,31700,12,0,51,3190.0,0.0,300,HIGH
6000.0,23100,12,1,48,1680.0000000000002,1.0,850,LOW
1666.6666666666665,4800,20,1,37,650.0,0.85,767,LOW
7166.666666666666,27900,8,0,40,4156.666666666666,0.0,300,HIGH
1916.6666666666665,5400,8,1,50,632.5,0.98,839,LOW
8000.0,29800,16,1,22,1680.0,0.99,844,LOW
1583.3333333333335,6500,16,1,48,332.5,1.0,850,LOW
1750.0,6300,16,1,62,665.0,0.7,685,MEDIUM
3250.0,8700,8,1,34,812.5,0.98,839,LOW
166.66666666666669,300,10,1,54,50.0,0.98,839,LOW
1583.3333333333335,4500,12,0,41,649.1666666666666,0.51,580,HIGH
2666.666666666667,11600,4,0,59,1120.0,0.2,410,HIGH
916.6666666666667,4300,18,1,35,238.33333333333337,0.99,844,LOW
6666.666666666666,21500,12,0,29,3600.0,0.01,305,HIGH
5083.333333333333,21700,6,1,43,1575.833333333333,1.0,850,LOW
2666.666666666667,10600,2,0,21,1280.0,0.08,344,HIGH
7500.0,30400,20,1,39,825.0,1.0,850,LOW
1000.0,3200,2,1,30,140.00000000000003,0.84,762,LOW
6583.333333333334,27000,6,1,57,2435.8333333333335,0.94,817,LOW
6416.666666666666,23100,8,0,58,3272.5,0.0,300,HIGH
3666.666666666667,16500,16,1,47,1356.666666666667,1.0,850,LOW
2583.3333333333335,11200,18,0,39,1317.5,0.14,377,HIGH
2166.6666666666665,9300,16,0,37,1039.9999999999998,0.03,316,HIGH
4583.333333333333,21700,14,1,39,1741.6666666666665,0.96,828,LOW
4750.0,15500,8,0,59,2850.0,0.0,300,HIGH
5083.333333333333,20700,20,0,31,2694.166666666667,0.04,322,HIGH
6833.333333333334,22500,18,0,25,2733.333333333334,0.06,333,HIGH
5000.0,21200,12,1,45,1350.0,1.0,850,LOW
6666.666666666666,30600,10,1,44,2533.333333333333,0.96,828,LOW
1666.6666666666665,4800,8,1,42,633.3333333333333,0.94,817,LOW
1083.3333333333333,2900,12,1,39,390.0,0.93,811,LOW
5833.333333333334,27100,6,0,53,2508.3333333333335,0.08,344,HIGH
3416.666666666667,15300,6,0,47,2015.8333333333335,0.01,305,HIGH
6666.666666666666,26200,16,0,57,3733.333333333334,0.0,300,HIGH
6750.0,28000,8,1,44,1080.0,1.0,850,LOW
7916.666666666666,22600,14,0,64,3879.166666666666,0.05,327,HIGH
7666.666666666666,22500,10,1,47,2070.0,1.0,850,LOW
3250.0,14700,16,0,51,1332.5,0.19,404,HIGH
7583.333333333334,26200,8,0,39,3564.166666666667,0.04,322,HIGH
2500.0,8300,4,0,41,1275.0,0.03,316,HIGH
1666.6666666666665,4300,8,1,45,583.3333333333333,0.96,828,LOW
5250.0,14600,8,0,62,2310.0,0.09,349,HIGH
3416.666666666667,10900,8,1,39,1298.3333333333335,0.88,784,LOW
8166.666666666666,29400,20,1,61,1715.0,1.0,850,LOW
4333.333333333333,15400,8,0,64,1819.9999999999998,0.25,437,HIGH
6333.333333333334,28700,18,1,56,1266.666666666667,1.0,850,LOW
7666.666666666666,35500,2,0,65,4063.333333333333,0.01,305,HIGH
1833.3333333333335,8100,4,0,47,770.0,0.04,322,HIGH
6916.666666666666,20600,10,0,63,3804.166666666667,0.0,300,HIGH
5083.333333333333,21600,16,1,62,1779.1666666666665,0.98,839,LOW
3750.0,16600,20,1,36,1350.0,0.94,817,LOW
5500.0,18800,12,0,27,2915.0,0.0,300,HIGH
7416.666666666666,34900,14,1,22,1112.4999999999998,1.0,850,LOW
3250.0,13300,20,1,42,390.0,1.0,850,LOW
7416.666666666666,35400,14,0,39,3856.666666666667,0.0,300,HIGH
5333.333333333334,22300,12,0,38,3093.333333333333,0.0,300,HIGH
7916.666666666666,28700,16,0,55,3325.0,0.02,311,HIGH
250.0,1000,8,0,21,150.0,0.49,569,HIGH
3416.666666666667,12300,6,1,45,1332.5,0.92,806,LOW
6750.0,20800,18,1,65,2632.5,0.79,734,MEDIUM
8250.0,28400,10,1,62,2145.0,0.98,839,LOW
4000.0,19000,12,0,36,2400.0,0.02,311,HIGH
2416.6666666666665,9700,2,0,63,1401.6666666666665,0.06,333,HIGH
2916.666666666667,13500,12,1,53,933.3333333333335,1.0,850,LOW
4083.333333333333,12600,4,0,62,1674.1666666666665,0.47,558,HIGH
4250.0,13300,14,0,55,2125.0,0.0,300,HIGH
6083.333333333334,26200,10,0,21,3345.833333333334,0.01,305,HIGH
166.66666666666669,300,18,0,47,96.66666666666666,0.04,322,HIGH
1166.6666666666667,4700,4,0,47,641.6666666666667,0.06,333,HIGH
7250.0,33600,14,0,39,3987.5000000000005,0.0,300,HIGH
2333.3333333333335,5900,20,0,45,1026.6666666666667,0.06,333,HIGH
7583.333333333334,30100,14,1,53,2047.5000000000002,1.0,850,LOW
5666.666666666666,15300,14,1,59,1360.0,1.0,850,LOW
4166.666666666667,17000,6,0,63,2041.666666666667,0.02,311,HIGH
3666.666666666667,16800,14,0,52,1650.0,0.1,355,HIGH
7000.0,18600,20,0,43,3220.0,0.01,305,HIGH
6500.0,17300,4,0,24,2730.0,0.07,338,HIGH
4000.0,9900,14,1,62,840.0,0.94,817,LOW
2666.666666666667,8800,4,0,21,1066.666666666667,0.18,399,HIGH
1916.6666666666665,6700,16,0,35,1130.8333333333333,0.01,305,HIGH
7666.666666666666,28100,10,1,56,996.6666666666667,1.0,850,LOW
3916.666666666667,13700,6,0,62,2036.666666666667,0.0,300,HIGH
6666.666666666666,30400,2,1,54,2600.0,0.95,822,LOW
2166.6666666666665,8600,6,1,52,324.99999999999994,0.99,844,LOW
166.66666666666669,800,20,0,64,95.0,0.16,388,HIGH
6083.333333333334,17200,2,1,25,2250.8333333333335,0.83,756,LOW
2750.0,11800,2,1,40,522.5,0.95,822,LOW
6916.666666666666,23300,20,1,39,2697.5,0.82,751,LOW
3416.666666666667,9600,2,1,59,1298.3333333333335,0.87,778,LOW
6083.333333333334,23700,16,1,29,2250.8333333333335,0.92,806,LOW
7750.0,27500,6,0,25,4262.500000000001,0.03,316,HIGH
3583.333333333333,15200,12,1,28,537.4999999999999,1.0,850,LOW
2166.6666666666665,8100,2,1,60,303.33333333333337,0.98,839,LOW
2416.6666666666665,9800,12,1,64,725.0,0.95,822,LOW
750.0,3500,6,0,25,390.0,0.05,327,HIGH
4083.333333333333,17500,20,0,25,2164.1666666666665,0.01,305,HIGH
6416.666666666666,24800,10,0,51,3400.833333333333,0.01,305,HIGH
3916.666666666667,16800,12,0,50,1801.666666666667,0.04,322,HIGH
2500.0,8900,20,1,45,525.0,0.97,833,LOW
8083.333333333334,26200,4,1,48,3071.666666666667,0.88,784,LOW
5750.0,26800,20,1,28,690.0,0.99,844,LOW
3166.666666666667,12400,8,1,53,411.66666666666674,0.99,844,LOW
500.0,1700,14,0,46,284.99999999999994,0.07,338,HIGH
1000.0,2900,12,1,30,360.0,0.54,597,HIGH
6500.0,26800,2,1,35,2470.0,0.93,811,LOW
7500.0,35100,6,0,33,3975.0,0.01,305,HIGH
2333.3333333333335,9100,12,0,60,1003.3333333333335,0.13,371,HIGH
6500.0,21300,10,0,35,3900.0,0.0,300,HIGH
3916.666666666667,9500,18,0,51,2115.0000000000005,0.02,311,HIGH
3833.333333333333,17500,20,1,43,651.6666666666667,1.0,850,LOW
4250.0,16100,14,1,60,1487.5,0.93,811,LOW
5083.333333333333,22800,18,0,54,2287.5,0.02,311,HIGH
5000.0,22900,16,0,65,2100.0,0.17,393,HIGH
7000.0,23200,16,1,40,1540.0,1.0,850,LOW
7750.0,22000,14,1,21,3022.5,0.82,751,LOW
3500.0,10300,10,0,49,1645.0,0.02,311,HIGH
8000.0,37800,10,1,36,1760.0,1.0,850,LOW
4666.666666666667,13400,6,0,54,2006.666666666667,0.03,316,HIGH
6500.0,28600,2,1,21,975.0,0.97,833,LOW
3750.0,12600,2,1,31,1012.5,0.99,844,LOW
2000.0,5900,2,1,59,420.0,0.98,839,LOW
3250.0,11300,12,1,42,422.5,1.0,850,LOW
8000.0,20600,6,1,39,960.0,0.99,844,LOW
750.0,2600,2,0,43,345.0,0.2,410,HIGH
916.6666666666667,3800,20,1,58,256.66666666666674,0.98,839,LOW
5333.333333333334,24900,2,1,25,2080.0000000000005,0.88,784,LOW
3833.333333333333,15000,4,0,60,1839.9999999999998,0.04,322,HIGH
6333.333333333334,29800,20,1,58,1963.3333333333335,0.99,844,LOW
5666.666666666666,20100,14,0,41,2379.9999999999995,0.1,355,HIGH
5916.666666666666,27000,20,1,62,2129.9999999999995,0.98,839,LOW
5583.333333333334,24700,6,0,29,2512.5000000000005,0.04,322,HIGH
4833.333333333333,12400,6,1,51,1305.0,0.99,844,LOW
7166.666666666666,29400,16,1,53,1361.6666666666665,1.0,850,LOW
2916.666666666667,10600,4,0,50,1691.6666666666665,0.0,300,HIGH
4000.0,17500,20,0,21,2240.0000000000005,0.01,305,HIGH
5083.333333333333,14400,16,0,47,2643.333333333333,0.01,305,HIGH
4333.333333333333,12700,16,1,64,1170.0,0.98,839,LOW
3416.666666666667,12400,8,1,58,922.5000000000001,0.99,844,LOW
